# lambda  	 theta 	 Rs 	 Rp 	 Ts 	 Tp
746.0 24.0 0.0565598701 0.0379181111 0.9434401299 0.9620818889
746.0 26.0 0.0598188714 0.0374635639 0.9401811286 0.9625364361
746.0 28.0 0.0634880683 0.0369629643 0.9365119317 0.9630370357
746.0 30.0 0.0676068651 0.0364193158 0.9323931349 0.9635806842
746.0 32.0 0.0722195247 0.0358383146 0.9277804753 0.9641616854
746.0 34.0 0.0773756476 0.0352291707 0.9226243524 0.9647708293
746.0 36.0 0.0831307062 0.0346056063 0.9168692938 0.9653943937
746.0 38.0 0.0895466406 0.0339870692 0.9104533594 0.9660129308
746.0 40.0 0.0966925214 0.0334002059 0.9033074786 0.9665997941
746.0 42.0 0.1046452855 0.0328806509 0.8953547145 0.9671193491
746.0 44.0 0.1134905515 0.0324752009 0.8865094485 0.9675247991
746.0 46.0 0.1233235237 0.0322444616 0.8766764763 0.9677555384
746.0 48.0 0.1342499900 0.0322660758 0.8657500100 0.9677339242
746.0 50.0 0.1463874254 0.0326386682 0.8536125746 0.9673613318
746.0 52.0 0.1598662081 0.0334866792 0.8401337919 0.9665133208
746.0 54.0 0.1748309598 0.0349663044 0.8251690402 0.9650336956
746.0 56.0 0.1914420187 0.0372728136 0.8085579813 0.9627271864
746.0 58.0 0.2098770593 0.0406495976 0.7901229407 0.9593504024
746.0 60.0 0.2303328676 0.0453993850 0.7696671324 0.9546006150
746.0 62.0 0.2530272850 0.0518981930 0.7469727150 0.9481018070
746.0 64.0 0.2782013335 0.0606127333 0.7217986665 0.9393872667
746.0 66.0 0.3061215327 0.0721221949 0.6938784673 0.9278778051
746.0 68.0 0.3370824219 0.0871455862 0.6629175781 0.9128544138
746.0 70.0 0.3714092974 0.1065761543 0.6285907026 0.8934238457
746.0 72.0 0.4094611746 0.1315248305 0.5905388254 0.8684751695
746.0 74.0 0.4516339846 0.1633752004 0.5483660154 0.8366247996
746.0 76.0 0.4983640075 0.2038532027 0.5016359925 0.7961467973
746.0 78.0 0.5501315481 0.2551156371 0.4498684519 0.7448843629
746.0 80.0 0.6074648474 0.3198626548 0.3925351526 0.6801373452
746.0 82.0 0.6709442231 0.4014807089 0.3290557769 0.5985192911
746.0 84.0 0.7412064209 0.5042239311 0.2587935791 0.4957760689
746.0 86.0 0.8189491491 0.6334434633 0.1810508509 0.3665565367
746.0 88.0 0.9049357569 0.7958755926 0.0950642431 0.2041244074
746.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
748.0 0.0 0.0410554397 0.0410554397 0.9589445603 0.9589445603
748.0 2.0 0.0411566070 0.0410417235 0.9588433930 0.9589582765
748.0 4.0 0.0414611770 0.0410003079 0.9585388230 0.9589996921
748.0 6.0 0.0419723665 0.0409303997 0.9580276335 0.9590696003
748.0 8.0 0.0426955761 0.0408307027 0.9573044239 0.9591692973
748.0 10.0 0.0436384489 0.0406994588 0.9563615511 0.9593005412
748.0 12.0 0.0448109554 0.0405345077 0.9551890446 0.9594654923
748.0 14.0 0.0462255015 0.0403333711 0.9537744985 0.9596666289
748.0 16.0 0.0478970652 0.0400933634 0.9521029348 0.9599066366
748.0 18.0 0.0498433601 0.0398117369 0.9501566399 0.9601882631
748.0 20.0 0.0520850285 0.0394858664 0.9479149715 0.9605141336
748.0 22.0 0.0546458667 0.0391134841 0.9453541333 0.9608865159
748.0 24.0 0.0575530840 0.0386929717 0.9424469160 0.9613070283
748.0 26.0 0.0608375977 0.0382237244 0.9391624023 0.9617762756
748.0 28.0 0.0645343684 0.0377066002 0.9354656316 0.9622933998
748.0 30.0 0.0686827776 0.0371444701 0.9313172224 0.9628555299
748.0 32.0 0.0733270523 0.0365428925 0.9266729477 0.9634571075
748.0 34.0 0.0785167400 0.0359109336 0.9214832600 0.9640890664
748.0 36.0 0.0843072393 0.0352621660 0.9156927607 0.9647378340
748.0 38.0 0.0907603907 0.0346158818 0.9092396093 0.9653841182
748.0 40.0 0.0979451341 0.0339985652 0.9020548659 0.9660014348
748.0 42.0 0.1059382380 0.0334456809 0.8940617620 0.9665543191
748.0 44.0 0.1148251075 0.0330038484 0.8851748925 0.9669961516
748.0 46.0 0.1247006787 0.0327334891 0.8752993213 0.9672665109
748.0 48.0 0.1356704076 0.0327120545 0.8643295924 0.9672879455
748.0 50.0 0.1478513601 0.0330379733 0.8521486399 0.9669620267
748.0 52.0 0.1613734152 0.0338354888 0.8386265848 0.9661645112
748.0 54.0 0.1763805878 0.0352606043 0.8236194122 0.9647393957
748.0 56.0 0.1930324838 0.0375084119 0.8069675162 0.9624915881
748.0 58.0 0.2115058971 0.0408221548 0.7884941029 0.9591778452
748.0 60.0 0.2319965593 0.0455044661 0.7680034407 0.9544955339
748.0 62.0 0.2547210538 0.0519313538 0.7452789462 0.9480686462
748.0 64.0 0.2799189066 0.0605696534 0.7200810934 0.9394303466
748.0 66.0 0.3078548635 0.0719988801 0.6921451365 0.9280011199
748.0 68.0 0.3388213663 0.0869386676 0.6611786337 0.9130613324
748.0 70.0 0.3731412366 0.1062833242 0.6268587634 0.8937166758
748.0 72.0 0.4111705777 0.1311454692 0.5888294223 0.8688545308
748.0 74.0 0.4533018997 0.1629112702 0.5466981003 0.8370887298
748.0 76.0 0.4999674741 0.2033105100 0.5000325259 0.7966894900
748.0 78.0 0.5516429156 0.2545056040 0.4483570844 0.7454943960
748.0 80.0 0.6088509899 0.3192047871 0.3911490101 0.6807952129
748.0 82.0 0.6721656339 0.4008060084 0.3278343661 0.5991939916
748.0 84.0 0.7422161712 0.5035795746 0.2577838288 0.4964204254
748.0 86.0 0.8196916937 0.6328991487 0.1803083063 0.3671008513
748.0 88.0 0.9053455665 0.7955320235 0.0946544335 0.2044679765
748.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
750.0 0.0 0.0419055961 0.0419055961 0.9580944039 0.9580944039
750.0 2.0 0.0420077557 0.0418914409 0.9579922443 0.9581085591
750.0 4.0 0.0423153039 0.0418487016 0.9576846961 0.9581512984
750.0 6.0 0.0428314610 0.0417765655 0.9571685390 0.9582234345
750.0 8.0 0.0435616329 0.0416737043 0.9564383671 0.9583262957
750.0 10.0 0.0445134707 0.0415383150 0.9554865293 0.9584616850
750.0 12.0 0.0456969535 0.0413681812 0.9543030465 0.9586318188
750.0 14.0 0.0471244973 0.0411607567 0.9528755027 0.9588392433
750.0 16.0 0.0488110902 0.0409132782 0.9511889098 0.9590867218
750.0 18.0 0.0507744554 0.0406229104 0.9492255446 0.9593770896
750.0 20.0 0.0530352432 0.0402869320 0.9469647568 0.9597130680
750.0 22.0 0.0556172553 0.0399029707 0.9443827447 0.9600970293
750.0 24.0 0.0585477016 0.0394692967 0.9414522984 0.9605307033
750.0 26.0 0.0618574944 0.0389851871 0.9381425056 0.9610148129
750.0 28.0 0.0655815811 0.0384513756 0.9344184189 0.9615486244
750.0 30.0 0.0697593192 0.0378706031 0.9302406808 0.9621293969
750.0 32.0 0.0744348985 0.0372482920 0.9255651015 0.9627517080
750.0 34.0 0.0796578121 0.0365933669 0.9203421879 0.9634066331
750.0 36.0 0.0854833833 0.0359192531 0.9145166167 0.9640807469
750.0 38.0 0.0919733522 0.0352450884 0.9080266478 0.9647549116
750.0 40.0 0.0991965265 0.0345971963 0.9008034735 0.9654028037
750.0 42.0 0.1072295053 0.0340108730 0.8927704947 0.9659891270
750.0 44.0 0.1161574794 0.0335325621 0.8838425206 0.9664674379
750.0 46.0 0.1260751165 0.0332225013 0.8739248835 0.9667774987
750.0 48.0 0.1370875403 0.0331579513 0.8629124597 0.9668420487
750.0 50.0 0.1493114084 0.0334371450 0.8506885916 0.9665628550
750.0 52.0 0.1628761014 0.0341841281 0.8371238986 0.9658158719
750.0 54.0 0.1779250300 0.0355547108 0.8220749700 0.9644452892
750.0 56.0 0.1946170711 0.0377438063 0.8053829289 0.9622561937
750.0 58.0 0.2131281428 0.0409945081 0.7868718572 0.9590054919
750.0 60.0 0.2336529289 0.0456093516 0.7663470711 0.9543906484
750.0 62.0 0.2564067643 0.0519643316 0.7435932357 0.9480356684
750.0 64.0 0.2816276909 0.0605264037 0.7183723091 0.9394735963
750.0 66.0 0.3095786967 0.0718754038 0.6904213033 0.9281245962
750.0 68.0 0.3405501459 0.0867315850 0.6594498541 0.9132684150
750.0 70.0 0.3748624114 0.1059903100 0.6251375886 0.8940096900
750.0 72.0 0.4128687165 0.1307658791 0.5871312835 0.8692341209
750.0 74.0 0.4549581917 0.1624470347 0.5450418083 0.8375529653
750.0 76.0 0.5015591499 0.2027673991 0.4984408501 0.7972326009
750.0 78.0 0.5531425793 0.2538950024 0.4468574207 0.7461049976
750.0 80.0 0.6102258476 0.3185461709 0.3897741524 0.6814538291
750.0 82.0 0.6733766068 0.4001303724 0.3266233932 0.5998696276
750.0 84.0 0.7432168760 0.5029341373 0.2567831240 0.4970658627
750.0 86.0 0.8204272739 0.6323537400 0.1795727261 0.3676462600
750.0 88.0 0.9057513561 0.7951876352 0.0942486439 0.2048123648
750.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
752.0 0.0 0.0427394144 0.0427394144 0.9572605856 0.9572605856
752.0 2.0 0.0428425515 0.0427247389 0.9571574485 0.9572752611
752.0 4.0 0.0431530334 0.0426804328 0.9568469666 0.9573195672
752.0 6.0 0.0436740836 0.0426056651 0.9563259164 0.9573943349
752.0 8.0 0.0444111134 0.0424990773 0.9555888866 0.9575009227
752.0 10.0 0.0453717807 0.0423588248 0.9546282193 0.9576411752
752.0 12.0 0.0465660729 0.0421826384 0.9534339271 0.9578173616
752.0 14.0 0.0480064152 0.0419679090 0.9519935848 0.9580320910
752.0 16.0 0.0497078051 0.0417118004 0.9502921949 0.9582881996
752.0 18.0 0.0516879742 0.0414113954 0.9483120258 0.9585886046
752.0 20.0 0.0539675798 0.0410638828 0.9460324202 0.9589361172
752.0 22.0 0.0565704274 0.0406667928 0.9434295726 0.9593332072
752.0 24.0 0.0595237269 0.0402182909 0.9404762731 0.9597817091
752.0 26.0 0.0628583840 0.0397175437 0.9371416160 0.9602824563
752.0 28.0 0.0666093314 0.0391651675 0.9333906686 0.9608348325
752.0 30.0 0.0708159017 0.0385637809 0.9291840983 0.9614362191
752.0 32.0 0.0755222461 0.0379186775 0.9244777539 0.9620813225
752.0 34.0 0.0807778025 0.0372386476 0.9192221975 0.9627613524
752.0 36.0 0.0866378183 0.0365369753 0.9133621817 0.9634630247
752.0 38.0 0.0931639324 0.0358326509 0.9068360676 0.9641673491
752.0 40.0 0.1004248207 0.0351518424 0.8995751793 0.9648481576
752.0 42.0 0.1084969136 0.0345296827 0.8915030864 0.9654703173
752.0 44.0 0.1174651887 0.0340124434 0.8825348113 0.9659875566
752.0 46.0 0.1274240480 0.0336601818 0.8725759520 0.9663398182
752.0 48.0 0.1384782861 0.0335499701 0.8615217139 0.9664500299
752.0 50.0 0.1507441575 0.0337798468 0.8492558425 0.9662201532
752.0 52.0 0.1643505515 0.0344736606 0.8356494485 0.9655263394
752.0 54.0 0.1794402835 0.0357870287 0.8205597165 0.9642129713
752.0 56.0 0.1961715133 0.0379146853 0.8038284867 0.9620853147
752.0 58.0 0.2147192983 0.0410995745 0.7852807017 0.9589004255
752.0 60.0 0.2352772942 0.0456441357 0.7647227058 0.9543558643
752.0 62.0 0.2580596111 0.0519243557 0.7419403889 0.9480756443
752.0 64.0 0.2833028373 0.0604073208 0.7166971627 0.9395926792
752.0 66.0 0.3112682400 0.0716732088 0.6887317600 0.9283267912
752.0 68.0 0.3422441517 0.0864429289 0.6577558483 0.9135570711
752.0 70.0 0.3765485529 0.1056129607 0.6234514471 0.8943870393
752.0 72.0 0.4145318553 0.1302993884 0.5854681447 0.8697006116
752.0 74.0 0.4565798931 0.1618936940 0.5434201069 0.8381063060
752.0 76.0 0.5031171218 0.2021335998 0.4968828782 0.7978664002
752.0 78.0 0.5546100250 0.2531931593 0.4453899750 0.7468068407
752.0 80.0 0.6115707204 0.3177974231 0.3884292796 0.6822025769
752.0 82.0 0.6745607523 0.3993683569 0.3254392477 0.6006316431
752.0 84.0 0.7441950484 0.5022102203 0.2558049516 0.4977897797
752.0 86.0 0.8211460103 0.6317442105 0.1788539897 0.3682557895
752.0 88.0 0.9061476907 0.7948034830 0.0938523093 0.2051965170
752.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
754.0 0.0 0.0435745295 0.0435745295 0.9564254705 0.9564254705
754.0 2.0 0.0436786353 0.0435593259 0.9563213647 0.9564406741
754.0 4.0 0.0439920245 0.0435134295 0.9560079755 0.9564865705
754.0 6.0 0.0445179235 0.0434359916 0.9554820765 0.9565640084
754.0 8.0 0.0452617488 0.0433256240 0.9547382512 0.9566743760
754.0 10.0 0.0462311648 0.0431804415 0.9537688352 0.9568195585
754.0 12.0 0.0474361669 0.0429981233 0.9525638331 0.9570018767
754.0 14.0 0.0488891888 0.0427759986 0.9511108112 0.9572240014
754.0 16.0 0.0506052366 0.0425111601 0.9493947634 0.9574888399
754.0 18.0 0.0526020497 0.0422006105 0.9473979503 0.9577993895
754.0 20.0 0.0549002916 0.0418414504 0.9450997084 0.9581585496
754.0 22.0 0.0575237710 0.0414311144 0.9424762290 0.9585688856
754.0 24.0 0.0604996962 0.0409676658 0.9395003038 0.9590323342
754.0 26.0 0.0638589655 0.0404501621 0.9361410345 0.9595498379
754.0 28.0 0.0676364961 0.0398791051 0.9323635039 0.9601208949
754.0 30.0 0.0718715942 0.0392569924 0.9281284058 0.9607430076
754.0 32.0 0.0766083714 0.0385889916 0.9233916286 0.9614110084
754.0 34.0 0.0818962093 0.0378837599 0.9181037907 0.9621162401
754.0 36.0 0.0877902782 0.0371544426 0.9122097218 0.9628455574
754.0 38.0 0.0943521146 0.0364198839 0.9056478854 0.9635801161
754.0 40.0 0.1016502622 0.0357060977 0.8983497378 0.9642939023
754.0 42.0 0.1097609815 0.0350480550 0.8902390185 0.9649519450
754.0 44.0 0.1187690367 0.0344918564 0.8812309633 0.9655081436
754.0 46.0 0.1287685640 0.0340973793 0.8712314360 0.9659026207
754.0 48.0 0.1398640294 0.0339415081 0.8601359706 0.9660584919
754.0 50.0 0.1521712854 0.0341220868 0.8478287146 0.9658779132
754.0 52.0 0.1658187314 0.0347627669 0.8341812686 0.9652372331
754.0 54.0 0.1809485910 0.0360189716 0.8190514090 0.9639810284
754.0 56.0 0.1977183106 0.0380852547 0.8022816894 0.9619147453
754.0 58.0 0.2163020931 0.0412044088 0.7836979069 0.9587955912
754.0 60.0 0.2368925736 0.0456787745 0.7631074264 0.9543212255
754.0 62.0 0.2597026478 0.0518843271 0.7402973522 0.9481156729
754.0 64.0 0.2849674638 0.0602882787 0.7150325362 0.9397117213
754.0 66.0 0.3129465848 0.0714711430 0.6870534152 0.9285288570
754.0 68.0 0.3439263338 0.0861544783 0.6560736662 0.9138455217
754.0 70.0 0.3782223258 0.1052358726 0.6217776742 0.8947641274
754.0 72.0 0.4161821955 0.1298331841 0.5838178045 0.8701668159
754.0 74.0 0.4581885227 0.1613406247 0.5418114773 0.8386593753
754.0 76.0 0.5046619584 0.2015000073 0.4953380416 0.7984999927
754.0 78.0 0.5560645464 0.2524914017 0.4439354536 0.7475085983
754.0 80.0 0.6129032334 0.3170485840 0.3870967666 0.6829514160
754.0 82.0 0.6757335531 0.3986060313 0.3242664469 0.6013939687
754.0 84.0 0.7451634604 0.5014857717 0.2548365396 0.4985142283
754.0 86.0 0.8218572831 0.6311340069 0.1781427169 0.3688659931
754.0 88.0 0.9065397451 0.7944187459 0.0934602549 0.2055812541
754.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
756.0 0.0 0.0444107733 0.0444107733 0.9555892267 0.9555892267
756.0 2.0 0.0445158390 0.0443950340 0.9554841610 0.9556049660
756.0 4.0 0.0448321090 0.0443475248 0.9551678910 0.9556524752
756.0 6.0 0.0453628127 0.0442673793 0.9546371873 0.9557326207
756.0 8.0 0.0461133713 0.0441531808 0.9538866287 0.9558468192
756.0 10.0 0.0470914555 0.0440030041 0.9529085445 0.9559969959
756.0 12.0 0.0483070680 0.0438144780 0.9516929320 0.9561855220
756.0 14.0 0.0497726508 0.0435848715 0.9502273492 0.9564151285
756.0 16.0 0.0515032177 0.0433112074 0.9484967823 0.9566887926
756.0 18.0 0.0535165155 0.0429904103 0.9464834845 0.9570095897
756.0 20.0 0.0558332129 0.0426194943 0.9441667871 0.9573805057
756.0 22.0 0.0584771206 0.0421958005 0.9415228794 0.9578041995
756.0 24.0 0.0614754449 0.0417172917 0.9385245551 0.9582827083
756.0 26.0 0.0648590756 0.0411829187 0.9351409244 0.9588170813
756.0 28.0 0.0686629129 0.0405930707 0.9313370871 0.9594069293
756.0 30.0 0.0729262360 0.0399501266 0.9270737640 0.9600498734
756.0 32.0 0.0776931155 0.0392591294 0.9223068845 0.9607408706
756.0 34.0 0.0830128755 0.0385286058 0.9169871245 0.9614713942
756.0 36.0 0.0889406084 0.0377715637 0.9110593916 0.9622284363
756.0 38.0 0.0955377475 0.0370067026 0.9044622525 0.9629932974
756.0 40.0 0.1028727026 0.0362598842 0.8971272974 0.9637401158
756.0 42.0 0.1110215646 0.0355659185 0.8889784354 0.9644340815
756.0 44.0 0.1200688836 0.0349707363 0.8799311164 0.9650292637
756.0 46.0 0.1301085297 0.0345340357 0.8698914703 0.9654659643
756.0 48.0 0.1412446413 0.0343325138 0.8587553587 0.9656674862
756.0 50.0 0.1535926694 0.0344638199 0.8464073306 0.9655361801
756.0 52.0 0.1672805262 0.0350514082 0.8327194738 0.9649485918
756.0 54.0 0.1824498456 0.0362505069 0.8175501544 0.9637494931
756.0 56.0 0.1992573656 0.0382554882 0.8007426344 0.9617445118
756.0 58.0 0.2178764400 0.0413089911 0.7821235600 0.9586910089
756.0 60.0 0.2384986911 0.0457132546 0.7615013089 0.9542867454
756.0 62.0 0.2613358108 0.0518442387 0.7386641892 0.9481557613
756.0 64.0 0.2866215199 0.0601692768 0.7133784801 0.9398307232
756.0 66.0 0.3146136952 0.0712692124 0.6853863048 0.9287307876
756.0 68.0 0.3455966713 0.0858662456 0.6544033287 0.9141337544
756.0 70.0 0.3798837251 0.1048590644 0.6201162749 0.8951409356
756.0 72.0 0.4178197476 0.1293672915 0.5821802524 0.8706327085
756.0 74.0 0.4597841071 0.1607878583 0.5402158929 0.8392121417
756.0 76.0 0.5061937013 0.2008666586 0.4938062987 0.7991333414
756.0 78.0 0.5575061981 0.2517897719 0.4424938019 0.7482102281
756.0 80.0 0.6142234516 0.3162996991 0.3857765484 0.6837003009
756.0 82.0 0.6768950804 0.3978434421 0.3231049196 0.6021565579
756.0 84.0 0.7461221825 0.5007608354 0.2538778175 0.4992391646
756.0 86.0 0.8225611532 0.6305231658 0.1774388468 0.3694768342
756.0 88.0 0.9069275581 0.7940334465 0.0930724419 0.2059665535
756.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
758.0 0.0 0.0452479820 0.0452479820 0.9547520180 0.9547520180
758.0 2.0 0.0453539989 0.0452316997 0.9546460011 0.9547683003
758.0 4.0 0.0456731233 0.0451825560 0.9543268767 0.9548174440
758.0 6.0 0.0462085876 0.0450996673 0.9537914124 0.9549003327
758.0 8.0 0.0469658174 0.0449815887 0.9530341826 0.9550184113
758.0 10.0 0.0479524893 0.0448263561 0.9520475107 0.9551736439
758.0 12.0 0.0491786132 0.0446315492 0.9508213868 0.9553684508
758.0 14.0 0.0506566383 0.0443943777 0.9493433617 0.9556056223
758.0 16.0 0.0524015861 0.0441117964 0.9475984139 0.9558882036
758.0 18.0 0.0544312097 0.0437806532 0.9455687903 0.9562193468
758.0 20.0 0.0567661822 0.0433978777 0.9432338178 0.9566021223
758.0 22.0 0.0594303158 0.0429607193 0.9405696842 0.9570392807
758.0 24.0 0.0624508135 0.0424670425 0.9375491865 0.9575329575
758.0 26.0 0.0658585556 0.0419156932 0.9341414444 0.9580843068
758.0 28.0 0.0696884247 0.0413069500 0.9303115753 0.9586930500
758.0 30.0 0.0739796714 0.0406430752 0.9260203286 0.9593569248
758.0 32.0 0.0787763244 0.0399289892 0.9212236756 0.9600710108
758.0 34.0 0.0841276494 0.0391730899 0.9158723506 0.9608269101
758.0 36.0 0.0900886597 0.0383882495 0.9099113403 0.9616117505
758.0 38.0 0.0967206844 0.0375930246 0.9032793156 0.9624069754
758.0 40.0 0.1040919992 0.0368131260 0.8959080008 0.9631868740
758.0 42.0 0.1122785239 0.0360832040 0.8877214761 0.9639167960
758.0 44.0 0.1213645948 0.0354490202 0.8786354052 0.9645509798
758.0 46.0 0.1314438158 0.0349700946 0.8685561842 0.9650299054
758.0 48.0 0.1426199980 0.0347229369 0.8573800020 0.9652770631
758.0 50.0 0.1550081927 0.0348050023 0.8449918073 0.9651949977
758.0 52.0 0.1687358262 0.0353395468 0.8312641738 0.9646604532
758.0 54.0 0.1839439463 0.0364816033 0.8160560537 0.9635183967
758.0 56.0 0.2007885863 0.0384253606 0.7992114137 0.9615746394
758.0 58.0 0.2194422572 0.0414133023 0.7805577428 0.9585866977
758.0 60.0 0.2400955763 0.0457475631 0.7599044237 0.9542524369
758.0 62.0 0.2629590419 0.0518040838 0.7370409581 0.9481959162
758.0 64.0 0.2882649609 0.0600503144 0.7117350391 0.9399496856
758.0 66.0 0.3162695404 0.0710674225 0.6837304596 0.9289325775
758.0 68.0 0.3472551482 0.0855782428 0.6527448518 0.9144217572
758.0 70.0 0.3815327500 0.1044825546 0.6184672500 0.8955174454
758.0 72.0 0.4194445269 0.1289017355 0.5805554731 0.8710982645
758.0 74.0 0.4613666766 0.1602354259 0.5386333234 0.8397645741
758.0 76.0 0.5077123954 0.2002335906 0.4922876046 0.7997664094
758.0 78.0 0.5589350379 0.2510883113 0.4410649621 0.7489116887
758.0 80.0 0.6155314426 0.3155508130 0.3844685574 0.6844491870
758.0 82.0 0.6780454070 0.3970806350 0.3219545930 0.6029193650
758.0 84.0 0.7470712866 0.5000354548 0.2529287134 0.4999645452
758.0 86.0 0.8232576824 0.6299117233 0.1767423176 0.3700882767
758.0 88.0 0.9073111690 0.7936476069 0.0926888310 0.2063523931
758.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
760.0 0.0 0.0460859962 0.0460859962 0.9539140038 0.9539140038
760.0 2.0 0.0461929555 0.0460691640 0.9538070445 0.9539308360
760.0 4.0 0.0465149081 0.0460183648 0.9534850919 0.9539816352
760.0 6.0 0.0470550889 0.0459326985 0.9529449111 0.9540673015
760.0 8.0 0.0478189279 0.0458106926 0.9521810721 0.9541893074
760.0 10.0 0.0488141074 0.0456503451 0.9511858926 0.9543496549
760.0 12.0 0.0500506437 0.0454491872 0.9499493563 0.9545508128
760.0 14.0 0.0515409932 0.0452043711 0.9484590068 0.9547956289
760.0 16.0 0.0533001839 0.0449127849 0.9466998161 0.9550872151
760.0 18.0 0.0553459748 0.0445712014 0.9446540252 0.9554287986
760.0 20.0 0.0576990428 0.0441764677 0.9423009572 0.9558235323
760.0 22.0 0.0603832006 0.0437257430 0.9396167994 0.9562742570
760.0 24.0 0.0634256469 0.0432167955 0.9365743531 0.9567832045
760.0 26.0 0.0668572517 0.0426483686 0.9331427483 0.9573516314
760.0 28.0 0.0707128788 0.0420206318 0.9292871212 0.9579793682
760.0 30.0 0.0750317493 0.0413357331 0.9249682507 0.9586642669
760.0 32.0 0.0798578491 0.0405984720 0.9201421509 0.9594015280
760.0 34.0 0.0852403843 0.0398171194 0.9147596157 0.9601828806
760.0 36.0 0.0912342879 0.0390044136 0.9087657121 0.9609955864
760.0 38.0 0.0979007844 0.0381787699 0.9020992156 0.9618212301
760.0 40.0 0.1053080141 0.0373657494 0.8946919859 0.9626342506
760.0 42.0 0.1135317257 0.0365998438 0.8864682743 0.9634001562
760.0 44.0 0.1226560410 0.0359266469 0.8773439590 0.9640733531
760.0 46.0 0.1327742982 0.0354055009 0.8672257018 0.9645944991
760.0 48.0 0.1439899817 0.0351127287 0.8560100183 0.9648872713
760.0 50.0 0.1564177437 0.0351455913 0.8435822563 0.9648544087
760.0 52.0 0.1701845275 0.0356271463 0.8298154725 0.9643728537
760.0 54.0 0.1854307973 0.0367122302 0.8145692027 0.9632877698
760.0 56.0 0.2023118864 0.0385948472 0.7976881136 0.9614051528
760.0 58.0 0.2209994685 0.0415173237 0.7790005315 0.9584826763
760.0 60.0 0.2416831642 0.0457816871 0.7583168358 0.9542183129
760.0 62.0 0.2645722881 0.0517638556 0.7354277119 0.9482361444
760.0 64.0 0.2898977467 0.0599313910 0.7101022533 0.9400686090
760.0 66.0 0.3179140944 0.0708657790 0.6820859056 0.9291342210
760.0 68.0 0.3489017532 0.0852904817 0.6510982468 0.9147095183
760.0 70.0 0.3831694044 0.1041063613 0.6168305956 0.8958936387
760.0 72.0 0.4210565524 0.1284365403 0.5789434476 0.8715634597
760.0 74.0 0.4629362653 0.1596833577 0.5370637347 0.8403166423
760.0 76.0 0.5092180887 0.1996008391 0.4907819113 0.8003991609
760.0 78.0 0.5603511260 0.2503870606 0.4396488740 0.7496129394
760.0 80.0 0.6168272761 0.3148019699 0.3831727239 0.6851980301
760.0 82.0 0.6791846076 0.3963176552 0.3208153924 0.6036823448
760.0 84.0 0.7480108457 0.4993096727 0.2519891543 0.5006903273
760.0 86.0 0.8239469331 0.6292997150 0.1760530669 0.3707002850
760.0 88.0 0.9076906172 0.7932612490 0.0923093828 0.2067387510
760.0 90.0 1.0000000000 1.0000000000 0.0000000000 0.0000000000
762.0 0.0 0.0469445176 0.0469445176 0.9530554824 0.9530554824
762.0 2.0 0.0470524197 0.0469271871 0.9529475803 0.9530728129
762.0 4.0 0.0473772015 0.0468748874 0.9526227985 0.9531251126
762.0 6.0 0.0479221006 0.0467867013 0.9520778994 0.9532132987
762.0 8.0 0.0486925510 0.0466611279 0.9513074490 0.9533388721
762.0 10.0 0.0496962405 0.0464961261 0.9503037595 0.9535038739
762.0 12.0 0.0509431916 0.0462891778 0.9490568084 0.9537108222
762.0 14.0 0.0524458674 0.0460373759 0.9475541326 0.9539626241
762.0 16.0 0.0542193024 0.0457375397 0.9457806976 0.9542624603
762.0 18.0 0.0562812606 0.0453863650 0.9437187394 0.9546136350
762.0 20.0 0.0586524222 0.0449806139 0.9413475778 0.9550193861
762.0 22.0 0.0613565996 0.0445173533 0.9386434004 0.9554826467
762.0 24.0 0.0644209867 0.0439942518 0.9355790133 0.9560057482
762.0 26.0 0.0678764420 0.0434099474 0.9321235580 0.9565900526
762.0 28.0 0.0717578094 0.0427644977 0.9282421906 0.9572355023
762.0 30.0 0.0761042793 0.0420599330 0.9238957207 0.9579400670
762.0 32.0 0.0809597935 0.0413009287 0.9190402065 0.9586990713
762.0 34.0 0.0863734966 0.0404956255 0.9136265034 0.9595043745
762.0 36.0 0.0924002399 0.0396566246 0.9075997601 0.9603433754
762.0 38.0 0.0991011407 0.0388021966 0.9008988593 0.9611978034
762.0 40.0 0.1065442020 0.0379577501 0.8934557980 0.9620422499
762.0 42.0 0.1148049986 0.0371576152 0.8851950014 0.9628423848
762.0 44.0 0.1239674348 0.0364472150 0.8760325652 0.9635527850
762.0 46.0 0.1341245798 0.0358857113 0.8658754202 0.9641142887
762.0 48.0 0.1453795875 0.0355492379 0.8546204125 0.9644507621
762.0 50.0 0.1578467075 0.0355348590 0.8421532925 0.9644651410
762.0 52.0 0.1716523949 0.0359654316 0.8283476051 0.9640345684
762.0 54.0 0.1869365259 0.0369955930 0.8130634741 0.9630044070
762.0 56.0 0.2038537281 0.0388191593 0.7961462719 0.9611808407
762.0 58.0 0.2225748325 0.0416782948 0.7774251675 0.9583217052
762.0 60.0 0.2432884564 0.0458749125 0.7567115436 0.9541250875
